INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
83729357,03/17/2012,23:51:00,MANHATTAN,,33,0,,MULTI DWELL - APT BUILD,false,,,,18-24,M,WHITE HISPANIC,999278.312500000000000,244164.968750000000000,40.836847198000044,-73.945691069999953,POINT (-73.94569106999995 40.836847198000044)
232193235,08/13/2021,01:00:00,QUEENS,,109,0,,BAR/NIGHT CLUB,false,18-24,M,BLACK,18-24,M,BLACK,1031552,216518,40.760850049000055,-73.82925306599996,POINT (-73.82925306599996 40.760850049000055)
148180651,12/01/2015,00:51:00,BRONX,,45,0,,,false,,,,25-44,M,BLACK,1032257.000000000000000,251409.000000000000000,40.856612203000054,-73.826458683999988,POINT (-73.82645868399999 40.856612203000054)
79257824,06/12/2011,14:52:00,QUEENS,,101,0,,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK,1043642.625000000000000,155649.687500000000000,40.593707853000069,-73.786145492999935,POINT (-73.78614549299994 40.59370785300007)
140791304,02/01/2015,23:16:00,MANHATTAN,,30,0,,,true,18-24,M,BLACK,25-44,M,BLACK,996721.687500000000000,238202.937500000000000,40.820487105000041,-73.954941462999955,POINT (-73.95494146299995 40.82048710500004)
23501824,07/22/2006,13:08:00,BROOKLYN,,79,0,,,false,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,999757.875000000000000,191199.734375000000000,40.691470504000051,-73.944080177999979,POINT (-73.94408017799998 40.69147050400005)
155985977,08/20/2016,00:01:00,BRONX,,47,0,,,false,,,,18-24,M,BLACK,1027773.000000000000000,256068.000000000000000,40.869422976000067,-73.842637816999968,POINT (-73.84263781699997 40.86942297600007)
68552155,12/06/2009,21:30:00,BROOKLYN,,79,0,,,false,,,,45-64,F,BLACK,995760.375000000000000,190047.343750000000000,40.688313558000061,-73.958497095999974,POINT (-73.95849709599997 40.68831355800006)
33376716,07/25/2007,21:30:00,QUEENS,,113,0,,,false,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1046367.000000000000000,186986.000000000000000,40.679700408000031,-73.776047367999979,POINT (-73.77604736799998 40.67970040800003)
55112480,12/23/2008,00:08:00,BRONX,,43,0,,,false,UNKNOWN,M,WHITE HISPANIC,18-24,M,BLACK,1018790.750000000000000,240921.328125000000000,40.827889586000026,-73.875192403999961,POINT (-73.87519240399996 40.827889586000026)
203676930,10/12/2019,18:02:00,MANHATTAN,,28,0,,,true,25-44,M,BLACK,25-44,M,BLACK,998252.937500000000000,233407.781250000000000,40.807323446000055,-73.949419087999956,POINT (-73.94941908799996 40.807323446000055)
80328708,08/16/2011,19:04:00,MANHATTAN,,25,0,,,false,18-24,M,BLACK,45-64,F,WHITE HISPANIC,1001446.000000000000000,234215.000000000000000,40.809533401000067,-73.937882825999964,POINT (-73.93788282599996 40.80953340100007)
150273476,02/10/2016,22:40:00,BRONX,,48,0,,,false,,,,18-24,M,BLACK,1015099.000000000000000,248440.062500000000000,40.848539981000044,-73.888497523999945,POINT (-73.88849752399994 40.848539981000044)
87045003,10/02/2012,00:05:00,QUEENS,,113,0,,,false,25-44,M,BLACK,25-44,M,BLACK,1049486.625000000000000,191468.625000000000000,40.691981705000046,-73.76475665199996,POINT (-73.76475665199996 40.691981705000046)
72627097,05/07/2010,00:30:00,BRONX,,47,0,,PVT HOUSE,false,25-44,M,BLACK,25-44,M,BLACK,1020617.125000000000000,259666.265625000000000,40.879331480000076,-73.868491332999952,POINT (-73.86849133299995 40.879331480000076)
109506087,04/09/2014,16:40:00,QUEENS,,100,2,,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,1023701.375000000000000,188509.406250000000000,40.68401183900005,-73.857755975999964,POINT (-73.85775597599996 40.68401183900005)
225602529,03/14/2021,05:00:00,BRONX,,44,0,,,false,25-44,M,BLACK,25-44,F,BLACK,1006490,244533,40.837842121000044,-73.91962775199994,POINT (-73.91962775199994 40.837842121000044)
221765164,12/11/2020,21:00:00,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1013210.500000000000000,182270.859375000000000,40.666928983000048,-73.895608528999958,POINT (-73.89560852899996 40.66692898300005)
68566523,12/06/2009,22:47:00,QUEENS,,101,0,,,true,,,,18-24,M,BLACK,1049528.250000000000000,157677.515625000000000,40.599232420000078,-73.764933534999955,POINT (-73.76493353499995 40.59923242000008)
214925555,07/03/2020,00:25:00,BROOKLYN,,79,0,,,false,,,,18-24,M,BLACK,998448.562500000000000,188816.703125000000000,40.68493182800006,-73.948806568999942,POINT (-73.94880656899994 40.68493182800006)
155169124,07/22/2016,19:36:00,BRONX,,48,0,,,false,25-44,M,BLACK,25-44,M,BLACK,1016041.812500000000000,249486.218750000000000,40.851408024000079,-73.885084764999988,POINT (-73.88508476499999 40.85140802400008)
238040455,12/18/2021,02:55:00,BRONX,,45,0,,,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1027428,246132,40.84215335500005,-73.84394920799997,POINT (-73.84394920799997 40.84215335500005)
84754275,05/15/2012,18:10:00,BROOKLYN,,63,0,,,true,,,,18-24,M,BLACK,1000666.875000000000000,167270.156250000000000,40.625787439000078,-73.940860586999975,POINT (-73.94086058699997 40.62578743900008)
85738141,07/14/2012,20:12:00,BRONX,,46,0,,,false,,,,18-24,M,BLACK,1012077.000000000000000,249073.609375000000000,40.850288920000025,-73.899417924999966,POINT (-73.89941792499998 40.850288920000025)
220200662,11/07/2020,02:58:00,BROOKLYN,,69,0,,BAR/NIGHT CLUB,true,25-44,M,BLACK,25-44,M,BLACK,1012774.125000000000000,171525.046875000000000,40.637435499000048,-73.897226958999966,POINT (-73.89722695899997 40.63743549900005)
32155711,06/06/2007,00:25:00,BRONX,,52,0,,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1017673.312500000000000,256946.421875000000000,40.871877992000066,-73.879150247999974,POINT (-73.87915024799997 40.871877992000066)
86437258,08/26/2012,01:05:00,BRONX,,49,2,,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1022083.687500000000000,251879.250000000000000,40.85795235300003,-73.863231949999943,POINT (-73.86323194999994 40.85795235300003)
145503525,08/20/2015,23:44:00,QUEENS,,105,0,,,false,25-44,M,BLACK,18-24,M,BLACK,1054770.625000000000000,188273.812500000000000,40.683172187000025,-73.745735966999973,POINT (-73.74573596699997 40.683172187000025)
153538194,05/31/2016,01:39:00,BROOKLYN,,77,0,,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,45-64,M,BLACK,1003019.625000000000000,183622.546875000000000,40.670666532000041,-73.932339443999979,POINT (-73.93233944399998 40.67066653200004)
173154491,01/01/2018,20:00:00,QUEENS,,103,0,,,false,,,,25-44,M,WHITE,1037506.000000000000000,195011.000000000000000,40.701784880000048,-73.807930902999942,POINT (-73.80793090299994 40.70178488000005)
29357210,06/01/2007,10:31:00,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,25-44,M,BLACK,997897.062500000000000,175676.906250000000000,40.648866875000067,-73.95082167399994,POINT (-73.95082167399994 40.64886687500007)
24187298,09/07/2006,00:16:00,BROOKLYN,,69,0,,,false,UNKNOWN,M,BLACK,18-24,M,BLACK HISPANIC,1009184.937500000000000,171038.906250000000000,40.636111979000077,-73.910160846999986,POINT (-73.91016084699999 40.63611197900008)
233307767,09/08/2021,19:31:00,BROOKLYN,,77,0,,,false,,,,25-44,M,BLACK,999272,185194,40.67498697000008,-73.94584562599994,POINT (-73.94584562599994 40.67498697000008)
78149440,04/08/2011,23:48:00,BROOKLYN,,88,0,,LIQUOR STORE,false,18-24,M,BLACK,25-44,M,BLACK,991475.437500000000000,192907.859375000000000,40.696169549000047,-73.973944742999947,POINT (-73.97394474299995 40.69616954900005)
229943475,06/22/2021,02:29:00,BROOKLYN,,67,0,,,false,25-44,M,BLACK,25-44,M,BLACK,1007170,179259,40.65867979500007,-73.91739273499996,POINT (-73.91739273499996 40.65867979500007)
80398934,08/21/2011,23:45:00,BROOKLYN,,67,0,,GAS STATION,false,,,,45-64,M,BLACK,1009499.875000000000000,176761.000000000000000,40.651816996000036,-73.909004711999955,POINT (-73.90900471199996 40.651816996000036)
35785808,11/18/2007,02:08:00,BROOKLYN,,70,0,,,false,UNKNOWN,M,BLACK,18-24,M,BLACK,991547.000000000000000,168934.000000000000000,40.630366545000072,-73.973712612999975,POINT (-73.97371261299998 40.63036654500007)
81242424,10/17/2011,18:38:00,BROOKLYN,,79,0,,,false,,,,25-44,M,BLACK,996226.250000000000000,190937.015625000000000,40.690754885000047,-73.956815652999978,POINT (-73.95681565299998 40.69075488500005)
168757910,09/03/2017,23:16:00,BROOKLYN,,77,0,,,false,45-64,M,BLACK,25-44,M,BLACK,1003043.437500000000000,183947.500000000000000,40.671558405000042,-73.932252695999978,POINT (-73.93225269599999 40.67155840500004)
138197351,08/13/2014,04:49:00,BROOKLYN,,71,0,,,false,25-44,F,BLACK,25-44,F,BLACK,1000577.750000000000000,181837.281250000000000,40.665771216000053,-73.941146397999944,POINT (-73.94114639799994 40.66577121600005)
165720220,06/10/2017,21:00:00,BRONX,,40,0,,,false,,,,25-44,M,WHITE HISPANIC,1007726.000000000000000,238645.000000000000000,40.821678052000038,-73.915181545999985,POINT (-73.91518154599999 40.82167805200004)
141370260,03/07/2015,03:00:00,BRONX,,41,0,,,false,,,,25-44,M,BLACK,1013070.250000000000000,238702.515625000000000,40.821820097000057,-73.895872284999939,POINT (-73.89587228499994 40.82182009700006)
93803689,11/27/2013,10:00:00,MANHATTAN,,28,0,,MULTI DWELL - APT BUILD,true,,,,45-64,M,BLACK,997742.437500000000000,232493.734375000000000,40.804815434000034,-73.951264986999945,POINT (-73.95126498699994 40.804815434000034)
93979264,12/10/2013,05:15:00,MANHATTAN,,10,0,,,false,25-44,M,BLACK,25-44,M,BLACK,984928.687500000000000,210346.968750000000000,40.744038634000049,-73.997552175999942,POINT (-73.99755217599994 40.74403863400005)
86107852,08/05/2012,23:30:00,MANHATTAN,,20,2,,MULTI DWELL - PUBLIC HOUS,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,987793.937500000000000,221085.140625000000000,40.773511490000033,-73.987206298999979,POINT (-73.98720629899998 40.77351149000003)
68651543,12/08/2009,21:55:00,BROOKLYN,,70,0,,,false,25-44,M,BLACK,25-44,M,BLACK,996417.812500000000000,166814.390625000000000,40.624543312000071,-73.956168409999975,POINT (-73.95616840999998 40.62454331200007)
9953247,01/01/2006,03:30:00,BROOKLYN,,67,0,,,false,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,999316.000000000000000,176460.000000000000000,40.651013998000053,-73.945706516999962,POINT (-73.94570651699996 40.65101399800005)
204493624,11/06/2019,21:21:00,BROOKLYN,,77,2,,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,WHITE HISPANIC,1002013.375000000000000,185752.921875000000000,40.676516008000078,-73.935961224999971,POINT (-73.93596122499997 40.67651600800008)
215767015,07/24/2020,00:05:00,BROOKLYN,,70,0,,,false,18-24,M,BLACK,25-44,F,BLACK,994679.312500000000000,176180.265625000000000,40.65025286100007,-73.962416664999978,POINT (-73.96241666499998 40.65025286100007)
90215669,04/20/2013,08:00:00,BROOKLYN,,75,0,,,false,45-64,M,BLACK,25-44,F,BLACK,1016639.562500000000000,184529.281250000000000,40.673115962000054,-73.883237068999961,POINT (-73.88323706899996 40.673115962000054)
80065000,07/31/2011,01:17:00,BROOKLYN,,79,0,,,false,,,,18-24,M,BLACK,1000869.000000000000000,189183.984375000000000,40.685935717000064,-73.940078443999937,POINT (-73.94007844399994 40.68593571700006)
234433694,10/03/2021,04:01:00,QUEENS,,114,0,,,false,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1007977,217884,40.76469406300004,-73.91434801399998,POINT (-73.91434801399998 40.76469406300004)
224646720,02/21/2021,13:09:00,BROOKLYN,,60,0,,,false,18-24,M,BLACK,25-44,F,BLACK,984092,149560,40.57719185600007,-74.00057020999998,POINT (-74.00057020999998 40.57719185600007)
90702196,05/19/2013,03:12:00,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,999849.375000000000000,193275.859375000000000,40.697168825000062,-73.943745422999939,POINT (-73.94374542299994 40.69716882500006)
223297861,01/19/2021,11:00:00,BROOKLYN,,60,2,,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,45-64,M,BLACK,984421,148363,40.57390632400006,-73.99938589899993,POINT (-73.99938589899993 40.57390632400006)
149020844,01/03/2016,18:23:00,STATEN ISLAND,,120,2,,MULTI DWELL - PUBLIC HOUS,false,<18,M,BLACK,18-24,M,BLACK,951319.375000000000000,171305.796875000000000,40.636818411000036,-74.118651774999989,POINT (-74.11865177499999 40.636818411000036)
53912984,11/07/2008,20:00:00,BRONX,,40,0,,MULTI DWELL - APT BUILD,false,45-64,F,WHITE HISPANIC,45-64,M,BLACK,1008095.500000000000000,233594.890625000000000,40.807815928000025,-73.913864467999986,POINT (-73.91386446799999 40.807815928000025)
81843113,11/23/2011,06:30:00,BROOKLYN,,81,0,,,false,,,,25-44,M,BLACK,1001183.062500000000000,191961.828125000000000,40.69355966300003,-73.938939049999988,POINT (-73.93893904999999 40.69355966300003)
82420101,01/01/2012,08:45:00,BROOKLYN,,81,0,,MULTI DWELL - APT BUILD,true,,,,45-64,M,BLACK,1003561.687500000000000,186782.015625000000000,40.679337395000061,-73.930376328999955,POINT (-73.93037632899996 40.67933739500006)
182362871,05/05/2018,17:46:00,BRONX,,41,0,,,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1014578.000000000000000,239190.000000000000000,40.823153055000034,-73.890422502999968,POINT (-73.89042250299997 40.823153055000034)
92079599,08/11/2013,01:30:00,BROOKLYN,,67,0,,,false,,,,25-44,M,BLACK,1002998.187500000000000,177067.343750000000000,40.652673994000054,-73.93243494799998,POINT (-73.93243494799998 40.652673994000054)
59591609,03/15/2009,02:10:00,BRONX,,44,0,,,false,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1009320.437500000000000,244793.968750000000000,40.838550823000048,-73.909397793999972,POINT (-73.90939779399997 40.83855082300005)
23957542,08/20/2006,05:16:00,BROOKLYN,,75,0,,BAR/NIGHT CLUB,true,18-24,M,BLACK,18-24,M,BLACK,1011245.000000000000000,185498.000000000000000,40.675792969000042,-73.902680569999973,POINT (-73.90268056999997 40.67579296900004)
29406944,06/04/2007,00:28:00,BRONX,,43,1,,,false,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1020316.000000000000000,239179.000000000000000,40.823101299000029,-73.869690460999948,POINT (-73.86969046099995 40.82310129900003)
87234254,10/14/2012,22:28:00,MANHATTAN,,33,0,,,false,25-44,M,BLACK,<18,M,BLACK HISPANIC,1000634.375000000000000,244605.562500000000000,40.838054088000035,-73.94078935899995,POINT (-73.94078935899995 40.838054088000035)
51292620,09/12/2008,20:30:00,BROOKLYN,,67,0,,,false,25-44,M,BLACK,25-44,M,BLACK,998032.000000000000000,175598.000000000000000,40.648650085000043,-73.950335562999953,POINT (-73.95033556299995 40.64865008500005)
86240646,08/13/2012,18:25:00,BROOKLYN,,73,0,,,false,<18,M,BLACK,<18,M,BLACK,1007845.812500000000000,186484.546875000000000,40.67851052900005,-73.914931669999987,POINT (-73.91493166999999 40.67851052900005)
66881940,10/17/2009,04:15:00,BRONX,,40,0,,BAR/NIGHT CLUB,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK HISPANIC,1007528.562500000000000,235592.000000000000000,40.813298949000057,-73.915905486999975,POINT (-73.91590548699997 40.81329894900006)
32527924,06/19/2007,16:10:00,BROOKLYN,,76,0,,,false,,,,25-44,M,WHITE,989444.000000000000000,187870.453125000000000,40.682344450000073,-73.98127448799994,POINT (-73.98127448799994 40.68234445000007)
55299653,12/29/2008,23:32:00,QUEENS,,113,0,,,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1049659.750000000000000,184319.500000000000000,40.672357773000044,-73.764201756999967,POINT (-73.76420175699997 40.672357773000044)
45970311,04/26/2008,03:13:00,QUEENS,,113,0,,DRY CLEANER/LAUNDRY,false,UNKNOWN,M,UNKNOWN,25-44,M,BLACK,1044553.000000000000000,188700.562500000000000,40.684419022000043,-73.782572117999962,POINT (-73.78257211799996 40.68441902200004)
52269754,10/17/2008,15:40:00,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,999154.750000000000000,226675.703125000000000,40.788844249000078,-73.946176441999967,POINT (-73.94617644199997 40.78884424900008)
178829816,05/01/2018,20:30:00,BROOKLYN,,71,0,,,false,,,,45-64,M,BLACK,1002206.062500000000000,183027.062500000000000,40.669033748000061,-73.935273812999981,POINT (-73.93527381299998 40.66903374800006)
143250266,05/27/2015,20:15:00,BRONX,,52,0,,,false,,,,25-44,M,BLACK,1014001.000000000000000,254089.000000000000000,40.864048386000036,-73.892441178999945,POINT (-73.89244117899995 40.864048386000036)
79025835,05/30/2011,14:33:00,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1005874.000000000000000,236171.468750000000000,40.814893633000054,-73.921880875999989,POINT (-73.92188087599999 40.814893633000054)
150023496,02/03/2016,00:30:00,BROOKLYN,,77,2,,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1002387.625000000000000,185584.328125000000000,40.676052497000057,-73.934612438999977,POINT (-73.93461243899998 40.67605249700006)
153907006,06/11/2016,03:20:00,BROOKLYN,,75,0,,SOCIAL CLUB/POLICY LOCATI,false,18-24,M,BLACK,25-44,M,BLACK,1014566.437500000000000,180947.093750000000000,40.66329100400003,-73.890726785999959,POINT (-73.89072678599996 40.66329100400003)
224119135,02/08/2021,14:39:00,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,999816,176837,40.65204791600007,-73.94390374499993,POINT (-73.94390374499993 40.65204791600007)
137584245,07/05/2014,01:35:00,BRONX,,48,0,,,false,,,,18-24,M,WHITE HISPANIC,1017336.187500000000000,247169.656250000000000,40.845044993000045,-73.880417471999976,POINT (-73.88041747199998 40.845044993000045)
37523045,01/05/2008,20:36:00,QUEENS,,110,0,,MULTI DWELL - APT BUILD,false,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC,1020255.000000000000000,210816.000000000000000,40.745252741000058,-73.87006286999997,POINT (-73.87006286999997 40.74525274100006)
233468972,09/13/2021,00:35:00,MANHATTAN,,32,0,,,true,18-24,M,BLACK,18-24,M,BLACK,1001369,236689,40.81632399000005,-73.93815467099995,POINT (-73.93815467099995 40.81632399000005)
67960600,11/17/2009,19:06:00,BROOKLYN,,77,2,,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1002387.625000000000000,185584.328125000000000,40.676052497000057,-73.934612438999977,POINT (-73.93461243899998 40.67605249700006)
24050479,08/27/2006,17:23:00,BROOKLYN,,81,0,,,false,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1006272.000000000000000,189184.000000000000000,40.685923967000065,-73.920596897999985,POINT (-73.92059689799999 40.685923967000065)
55780317,01/18/2009,00:04:00,BRONX,,47,0,,PVT HOUSE,false,18-24,M,WHITE HISPANIC,<18,M,WHITE HISPANIC,1029337.125000000000000,256368.109375000000000,40.870238832000041,-73.836980490999963,POINT (-73.83698049099996 40.87023883200004)
87598230,11/08/2012,12:45:00,BROOKLYN,,79,0,,,false,18-24,M,BLACK,25-44,M,BLACK,999872.625000000000000,187803.796875000000000,40.682149232000029,-73.94367426499997,POINT (-73.94367426499997 40.68214923200003)
92431849,09/03/2013,23:35:00,BROOKLYN,,73,0,,,false,,,,25-44,M,BLACK,1009910.250000000000000,184163.468750000000000,40.672133951000035,-73.907497613999965,POINT (-73.90749761399996 40.672133951000035)
16692681,06/04/2006,07:25:00,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,false,UNKNOWN,M,BLACK,18-24,M,BLACK,1021152.812500000000000,182356.640625000000000,40.667134892000036,-73.866978720999953,POINT (-73.86697872099995 40.667134892000036)
146132868,09/15/2015,02:15:00,QUEENS,,103,0,,,false,,,,25-44,M,BLACK,1041604.000000000000000,191307.000000000000000,40.691592676000027,-73.793182844999933,POINT (-73.79318284499993 40.69159267600003)
51745756,09/27/2008,00:35:00,BROOKLYN,,90,2,,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,997697.437500000000000,196544.781250000000000,40.706144782000081,-73.951499424999952,POINT (-73.95149942499995 40.70614478200008)
25713833,12/10/2006,23:58:00,BROOKLYN,,75,0,,,false,,,,25-44,M,BLACK,1017119.437500000000000,183909.343750000000000,40.671412605000057,-73.881510144999936,POINT (-73.88151014499994 40.67141260500006)
78535854,05/03/2011,02:30:00,BROOKLYN,,70,0,,,false,,,,25-44,M,BLACK,995107.437500000000000,175859.437500000000000,40.649371743000074,-73.960874319999959,POINT (-73.96087431999996 40.649371743000074)
195743585,04/08/2019,19:40:00,BROOKLYN,,77,0,,,false,,,,18-24,M,BLACK,1002317.687500000000000,184651.562500000000000,40.673492409000062,-73.934867074999943,POINT (-73.93486707499994 40.67349240900006)
224744461,02/23/2021,11:05:00,BROOKLYN,,69,0,,,false,<18,M,BLACK,<18,M,BLACK,1008830,171255,40.63670610200006,-73.91143889899996,POINT (-73.91143889899996 40.63670610200006)
76943421,01/21/2011,23:55:00,BROOKLYN,,63,0,,PVT HOUSE,false,18-24,M,BLACK,18-24,M,BLACK,1000198.500000000000000,168891.531250000000000,40.630238628000029,-73.942544049999981,POINT (-73.94254405 40.63023862800003)
68964080,12/17/2009,13:45:00,MANHATTAN,,20,0,,MULTI DWELL - APT BUILD,true,25-44,M,WHITE HISPANIC,45-64,F,WHITE HISPANIC,990838.625000000000000,225657.703125000000000,40.78606022200006,-73.976209172999972,POINT (-73.97620917299997 40.78606022200006)
92563735,09/11/2013,21:19:00,BROOKLYN,,77,0,,,false,18-24,M,BLACK,25-44,M,BLACK,996547.250000000000000,184480.187500000000000,40.673031919000039,-73.955669923999949,POINT (-73.95566992399995 40.67303191900004)
219500453,10/20/2020,19:04:00,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,false,,,,<18,M,BLACK,1003257.250000000000000,177085.718750000000000,40.652723877000028,-73.931501262999973,POINT (-73.93150126299997 40.65272387700003)
33478089,07/30/2007,22:20:00,BROOKLYN,,70,0,,,false,65+,M,BLACK,25-44,M,BLACK,995793.000000000000000,173152.000000000000000,40.641939543000035,-73.95840837999998,POINT (-73.95840837999998 40.641939543000035)
158347436,11/09/2016,04:02:00,QUEENS,,101,0,,,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1053363.625000000000000,158348.781250000000000,40.601045821000071,-73.751115499999969,POINT (-73.75111549999997 40.60104582100007)
60954935,04/17/2009,21:04:00,BROOKLYN,,79,0,,MULTI DWELL - PUBLIC HOUS,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,999215.312500000000000,189479.296875000000000,40.686749233000057,-73.946040474999961,POINT (-73.94604047499996 40.68674923300006)
147443633,11/02/2015,12:58:00,BRONX,,48,0,,,false,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1014065.000000000000000,247504.000000000000000,40.845974319000049,-73.892239082999936,POINT (-73.89223908299994 40.84597431900005)
52550582,10/27/2008,13:34:00,BROOKLYN,,88,0,,BEAUTY/NAIL SALON,false,18-24,M,BLACK,45-64,M,BLACK,991486.500000000000000,189241.234375000000000,40.686105498000074,-73.97390878799996,POINT (-73.97390878799996 40.686105498000074)
80826652,09/21/2011,17:00:00,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,false,,,,25-44,M,BLACK,1001661.500000000000000,176970.890625000000000,40.652411980000068,-73.937252476999959,POINT (-73.93725247699997 40.65241198000007)
28135652,03/25/2007,02:30:00,BRONX,,47,0,,PVT HOUSE,false,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC,1023305.625000000000000,259423.437500000000000,40.878653506000035,-73.858770660999937,POINT (-73.85877066099994 40.878653506000035)
86415277,08/23/2012,21:03:00,MANHATTAN,,25,0,,GROCERY/BODEGA,false,<18,M,BLACK,18-24,M,BLACK,999399.562500000000000,231575.593750000000000,40.802292703000035,-73.94528130599997,POINT (-73.94528130599997 40.802292703000035)
225929565,03/21/2021,22:08:00,BRONX,,47,0,,,false,,,,25-44,M,BLACK,1026072,259030,40.87756096800007,-73.84876952399996,POINT (-73.84876952399996 40.87756096800007)
29259595,05/27/2007,03:21:00,MANHATTAN,,32,2,,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,F,BLACK,1001751.562500000000000,241629.453125000000000,40.829883383000038,-73.936759680999955,POINT (-73.93675968099996 40.829883383000045)
77154071,02/04/2011,23:30:00,BRONX,,48,0,,GROCERY/BODEGA,false,,,,18-24,M,BLACK,1016057.875000000000000,247615.328125000000000,40.846272928000076,-73.885035579999965,POINT (-73.88503557999996 40.846272928000076)
136918335,05/24/2014,22:14:00,STATEN ISLAND,,120,0,,,false,18-24,M,BLACK,18-24,M,BLACK,960153.000000000000000,172945.000000000000000,40.641346110000029,-74.086829756999975,POINT (-74.08682975699998 40.64134611000003)
173875580,01/21/2018,16:38:00,MANHATTAN,,14,0,,,false,25-44,M,BLACK,25-44,M,BLACK,987816.937500000000000,211442.156250000000000,40.747043956000027,-73.987128373999951,POINT (-73.98712837399995 40.74704395600003)
143871492,06/20/2015,09:00:00,BROOKLYN,,77,0,,,false,,,,25-44,F,BLACK,1003560.000000000000000,185787.000000000000000,40.676606306000053,-73.930385262999948,POINT (-73.93038526299995 40.67660630600005)
73045278,06/04/2010,15:50:00,BRONX,,46,0,,,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007142.437500000000000,249097.015625000000000,40.850367336000033,-73.917254312999944,POINT (-73.91725431299994 40.85036733600003)
56403293,02/07/2009,02:00:00,BRONX,,42,0,,,false,UNKNOWN,U,UNKNOWN,25-44,M,BLACK HISPANIC,1010535.187500000000000,241633.546875000000000,40.829872848000036,-73.905020117999982,POINT (-73.905020118 40.829872848000036)
214312558,06/17/2020,21:02:00,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,45-64,M,BLACK,1009515.000000000000000,183436.406250000000000,40.670139464000044,-73.908925192999959,POINT (-73.90892519299996 40.670139464000044)
51467492,09/18/2008,01:45:00,BRONX,,47,0,,,false,18-24,M,BLACK,18-24,M,BLACK,1025687.875000000000000,268586.687500000000000,40.903792834000058,-73.850099413999942,POINT (-73.85009941399996 40.90379283400006)
197662446,05/26/2019,20:08:00,BROOKLYN,,75,0,,,true,25-44,M,BLACK,25-44,M,BLACK,1015379.125000000000000,182115.218750000000000,40.666494426000042,-73.887792088999959,POINT (-73.88779208899996 40.66649442600004)
206909222,01/02/2020,04:10:00,BROOKLYN,,67,0,,,false,,,,25-44,M,BLACK,1001587.000000000000000,177886.000000000000000,40.654923901000075,-73.937518612999952,POINT (-73.93751861299995 40.654923901000075)
